a1 啊 阿 腌 锕 
a1#ba4 阿爸 
xiao1#fei4#pin3 消费品 
xiao1#fei4#shui4 消费税 
xiao1#fei4#xing4 消费性 
xiao1#fei4#zhe3 消费者 
xiao1#hao4 消耗 
xiao1#hao4#liang4 消耗量 
xiao1#hua4 消化 
xiao1#hua4#bu4#liang2 消化不良 
xiao1#hui3 销毁 
xiao1#huo4 销货 
xiao1#ji2 消极 
xiao1#jia4 削价 
xiao1#jie3 消解 
xiao1#jin4 宵禁 
xiao1#liang4 销量 
xiao1#lu4 销路 
xiao1#mie4 消灭 
xiao1#mo2 消磨 
xiao1#qian2 萧乾 
xiao1#qian3 消遣 
xiao1#qiu2 削球 
xiao1#rong2 消融 
xiao1#sa3 潇洒 
xiao1#san4 消散 
xiao1#shan1 萧山 
xiao1#sheng1#ni4#ji1 销声匿迹 
xiao1#shi1 消失 
xiao1#shi4 消逝 
xiao1#shou4 销售 消瘦 
xiao1#shou4#dian3 销售点 
xiao1#shou4#e2 销售额 
xiao1#shou4#liang4 销售量 
xiao1#shou4#wang3 销售网 
xiao1#tiao2 萧条 
xiao1#tui4 消退 
xiao1#wang2 消亡 
xiao1#wang3 销往 
xiao1#xi5 消息 
xiao1#xia4 消夏 
xiao1#xian2 消闲 
xiao1#xian4 萧县 
xiao1#xiao1 萧萧 
xiao1#xie2 消协 
xiao1#yan1 硝烟 
xiao1#yan2 消炎 
xiao1#yao2 逍遥 
xiao1#yao2#fa3#wai4 逍遥法外 
xiao1#zhang1 嚣张 
xiao1#zhong3 消肿 
xiao2 淆 崤 
xiao3 晓 小 筱 
xiao3#bai2#cai4 小白菜 
xiao3#bai3#huo4 小百货 
xiao3#bao1 小包 
xiao3#bao4 小报 
xiao3#ben3 小本 
xiao3#bian4 小便 
xiao3#bing1 小兵 
xiao3#bu4#fen1 小部分 
xiao3#cai4 小菜 
xiao3#cao3 小草 
xiao3#ce4#zi5 小册子 
xiao3#chang2 小肠 
xiao3#che1 小车 
xiao3#cheng2 小城 
xiao3#chi1 小吃 
xiao3#chi1#dian4 小吃店 
xiao3#chou3 小丑 
xiao3#chuan2 小船 
xiao3#chun1 小春 
xiao3#cun1 小村 
xiao3#da2#xiao3#nao4 小打小闹 
xiao3#dao1 小刀 
xiao3#dao3 小岛 
xiao3#dao4 小道 
xiao3#de2 晓得 
xiao3#di4 小弟 
xiao3#di4#di5 小弟弟 
xiao3#dian4 小店 
xiao3#diao4 小调 
xiao3#dong1#xi5 小东西 
xiao3#dong4 小洞 
xiao3#dong4#zuo4 小动作 
xiao3#dou4 小豆 
xiao3#e2 小额 
xiao3#er2 小儿 
xiao3#er2#ke1 小儿科 
xiao3#er2#ma2#bi4 小儿麻痹 
xiao3#er2#ma2#bi4#zheng4 小儿麻痹症 
xiao3#fan4 小贩 
xiao3#fei4 小费 
xiao3#fen1#dui4 小分队 
xiao3#gai3 小改 
xiao3#ge4#zi5 小个子 
xiao3#gong1 小工 
xiao3#gou3 小狗 
xiao3#gu1#niang2 小姑娘 
xiao3#gui1#mo2 小规模 
xiao3#guo2 小国 
xiao3#hai2 小孩 
xiao3#hai2#zi5 小孩子 
xiao3#hao4 小号 
xiao3#he2 小河 
xiao3#hua1 小花 
xiao3#huo3 小伙 
xiao3#huo3#zi5 小伙子 
xiao3#ji1 小鸡 
xiao3#ji4 小记 
xiao3#jia1#ting2 小家庭 
xiao3#jian4 小件 
xiao3#jiang4 小将 
xiao3#jiao4#che1 小轿车 
xiao3#jie1 小街 
xiao3#jie2 小节 
xiao3#jie3 小姐 
xiao3#jin1 小金 
xiao3#jin1#ku4 小金库 
xiao3#jing4 小径 
xiao3#kan4 小看 
xiao3#kang1 小康 
xiao3#kong3 小孔 
xiao3#kou3#jing4 小口径 
xiao3#kuai4 小块 
xiao3#li4 小利 
xiao3#liang3#kou3 小两口 
xiao3#long2 小龙 
xiao3#lu4 小路 
xiao3#ma3 小马 
xiao3#mai3#mai5 小买卖 
xiao3#mai4 小麦 
xiao3#mai4#bu4 小卖部 
xiao3#mao1 小猫 
xiao3#mei4 小妹 
xiao3#mi3 小米 
xiao3#miao2 小苗 
xiao3#min2 小民 
xiao3#niao3 小鸟 
xiao3#niu2 小牛 
xiao3#nong2 小农 
xiao3#nv3 小女 
xiao3#pao3 小跑 
xiao3#peng2#you3 小朋友 
xiao3#pin3 小品 
xiao3#ping2 小瓶 
xiao3#qi4 小气 小憩 
xiao3#qi4#che1 小汽车 
xiao3#qi4#hou5 小气候 
xiao3#qian2 小钱 
xiao3#qiao2 小桥 小瞧 
xiao3#qiao3 小巧 
xiao3#qiao3#ling2#long2 小巧玲珑 
xiao3#qin2 小琴 
xiao3#qing1#nian2 小青年 
xiao3#qiu2 小球 
xiao3#qu1 小区 
xiao3#qu4 小觑 
xiao3#quan1#zi5 小圈子 
xiao3#ren2 小人 
xiao3#ren2#shu1 小人书 
xiao3#ren2#wu4 小人物 
xiao3#shan1 小山 
xiao3#sheng1 小声 小生 
xiao3#sheng1#chan3 小生产 
xiao3#sheng4 小胜 
xiao3#shi1 小诗 
xiao3#shi2 小时 
xiao3#shi2#hou5 小时候 
xiao3#shi4 小事 小视 小试 
xiao3#shu3 小鼠 
xiao3#shu4 小树 小数 
xiao3#shuo1 小说 
xiao3#shuo1#jia1 小说家 
xiao3#suan4#pan2 小算盘 
xiao3#tan1 小摊 
xiao3#ti2#da4#zuo4 小题大做 
xiao3#ti2#qin2 小提琴 
xiao3#tian1#di4 小天地 
xiao3#ting3 小艇 
xiao3#tou1 小偷 
xiao3#tui1#che1 小推车 
xiao3#tui3 小腿 
xiao3#wu1 小屋 
xiao3#xi1 小溪 
xiao3#xi2#fu4 小媳妇 
xiao3#xi4 小戏 
xiao3#xiang4 小项 小巷 
xiao3#xiao3 小小 
xiao3#xin1 小心 
xiao3#xin1#jin3#shen4 小心谨慎 
xiao3#xin1#yi4#yi4 小心翼翼 
xiao3#xing2 小型 
xiao3#xing2#xing1 小行星 
xiao3#xing2#zhang1 小型张 
xiao3#xiu1 小修 
xiao3#xue2 小学 
xiao3#xue2#sheng1 小学生 
xiao3#xue3 小雪 
xiao3#ya1 小鸭 
xiao3#yang2 小羊 
xiao3#you3#ming2#qi4 小有名气 
xiao3#yu2 小于 小鱼 
xiao3#yu3 小雨 
xiao3#yuan4 小院 
xiao3#zhan4 小站 
xiao3#zhan4#dao4 小站稻 
xiao3#zhen4 小镇 
xiao3#zhou1 小舟 
xiao3#zhu1 小猪 
xiao3#zhu4 小住 
xiao3#zi4 小字 
xiao3#zi5 小子 
xiao3#zu3 小组 
xiao4 哮 孝 校 肖 啸 笑 效 
xiao4#ban4 校办 
xiao4#chuan3 哮喘 
xiao4#chuan3#bing4 哮喘病 
xiao4#da2 笑答 
xiao4#fa3 效法 
xiao4#fang1 校方 
xiao4#fang3 效仿 
xiao4#feng1 校风 
xiao4#fu2 校服 
xiao4#ge1 校歌 
xiao4#gong1 校工 
xiao4#guo3 效果 
xiao4#he1#he1 笑呵呵 
xiao4#hua5 笑话 
xiao4#ji4 校际 
xiao4#jing4 孝敬 
xiao4#li4 效力 
xiao4#lian3 笑脸 
xiao4#lv4 效率 
xiao4#men2 校门 
xiao4#ming2 校名 
xiao4#nei4 校内 
xiao4#nei4#wai4 校内外 
xiao4#neng2 效能 
xiao4#qi3#lai2 笑起来 
xiao4#qing4 校庆 
xiao4#rong2 笑容 
xiao4#rong2#ke3#ju1 笑容可掬 
xiao4#rong2#man3#mian4 笑容满面 
xiao4#she4 校舍 
xiao4#sheng1 笑声 
xiao4#shun4 孝顺 
xiao4#tan2 笑谈 
xiao4#wai4 校外 
xiao4#xi1#xi1 笑嘻嘻 
xiao4#xiang4 肖像 
xiao4#xiang4#hua4 肖像画 
xiao4#xiao4 笑笑 
xiao4#xin1 孝心 
xiao4#xun4 校训 
xiao4#yang2 肖扬 
xiao4#yi4 笑意 效益 
xiao4#yin2#yin2 笑吟吟 
xiao4#ying4 效应 
xiao4#yong4 效用 
xiao4#you3 校友 
xiao4#yu3 笑语 
xiao4#yuan2 校园 
xiao4#zhang3 校长 
xiao4#zhi3 校址 
xiao4#zhong1 效忠 
xiao4#zhu2#yan2#kai1 笑逐颜开 
xiao4#zi3 孝子 
xiao5 削 销 消 笑 
xie1 楔 些 歇 蝎 
xie1#jiao3 歇脚 
xie1#wei1 些微 
xie1#xi1 歇息 
xie1#xu3 些许 
xie1#ye4 歇业 
xie2 絜 鞋 协 挟 携 邪 斜 胁 谐 叶 偕 勰 撷 缬 颉 鲑 
xie2#ban4 协办 
xie2#bang1 鞋帮 
xie2#dai4 鞋带 携带 
xie2#dai4#zhe3 携带者 
xie2#di3 鞋底 
xie2#dian4 鞋垫 鞋店 
xie2#ding4 协定 
xie2#e4 邪恶 
xie2#he2 协和 
xie2#hui4 协会 
xie2#jiang4 鞋匠 
xie2#jiao4 邪教 
xie2#jin4 协进 
xie2#kuan3 携款 
xie2#lei4 鞋类 
xie2#li4 协力 
xie2#lu4 邪路 
xie2#po1 斜坡 
xie2#po4 胁迫 
xie2#qi1 携妻 
xie2#qi4 邪气 
xie2#qu3 撷取 
xie2#shang1 协商 
xie2#shou3 携手 
xie2#tiao2 协调 
xie2#tiao2#yuan2 协调员 
xie2#tong2 协同 
xie2#wa4 鞋袜 
xie2#yi4 协议 
xie2#yi4#shu1 协议书 
xie2#zhu4 协助 
xie2#zi5 鞋子 
xie2#zou4#qu3 协奏曲 
xie2#zuo4 协作 
xie3 写 血 
xie3#cheng2 写成 
xie3#chu1 写出 
xie3#chu1#lai2 写出来 
xie3#dao4 写到 写道 
xie3#fa3 写法 
xie3#gao3 写稿 
xie3#gei3 写给 
xie3#hao3 写好 
xie3#hong2 血红 
xie3#jin4 写进 
xie3#lai2 写来 
xie3#lin2#lin2 血淋淋 
xie3#man3 写满 
xie3#ming2 写明 
xie3#pao4 血泡 
xie3#ru4 写入 
xie3#shang4 写上 
xie3#sheng1 写生 
xie3#shi2 写实 
xie3#wan2 写完 
xie3#xia4 写下 
xie3#xie3 写写 
xie3#xin4 写信 
xie3#yi4 写意 
xie3#you3 写有 
xie3#zhao4 写照 
xie3#zi4 写字 
xie3#zi4#lou2 写字楼 
xie3#zi4#tai2 写字台 
xie3#zuo4 写作 
xie4 解 契 写 械 卸 蟹 懈 泄 泻 谢 屑 亵 燮 薤 獬 瀣 邂 榭 躞 
xie4#dai4 懈怠 
xie4#diao4 卸掉 
xie4#dou4 械斗 
xie4#du2 亵渎 
xie4#fei1 谢非 
xie4#hong2 泄洪 
xie4#hou4 邂逅 
xie4#huo4 解惑 卸货 
xie4#jue2 谢绝 
xie4#jun1 谢军 
xie4#lou4 泄漏 泄露 
xie4#mi4 泄密 
xie4#mu4 谢幕 
xie4#qi4 泄气 
xie4#ren4 卸任 
xie4#xia4 卸下 
xie4#xie5 谢谢 
xie4#yi4 谢意 
xie4#zui4 谢罪 
xie5 歇 斜 卸 谢 
xin1 薪 芯 锌 欣 辛 新 忻 心 馨 莘 昕 歆 鑫 
xin1#ai4 心爱 
xin1#an1 新安 
xin1#an1#li3#de2 心安理得 
xin1#ban3 新版 
xin1#bao4 新报 
xin1#bian1 新编 
xin1#bing1 新兵 
xin1#bing4 心病 
xin1#cha2 新茶 
xin1#chan3#pin3 新产品 
xin1#chang2 心肠 
xin1#chang3 新厂 
xin1#chao2 新潮 心潮 
xin1#chao2#peng1#pai4 心潮澎湃 
xin1#che1 新车 
xin1#chen2#dai4#xie4 新陈代谢 
xin1#cheng2 新城 
xin1#cheng2#qu1 新城区 
xin1#cheng2#shi4 新城市 
xin1#chong3 新宠 
xin1#chuan2 新船 
xin1#chuang4 新创 
xin1#chun1 新春 
xin1#cun1 新村 
xin1#da4#lu4 新大陆 
xin1#dang3 新党 
xin1#de2 心得 
xin1#de2#li3 新德里 
xin1#di3 心底 
xin1#di4 心地 
xin1#dian4#tu2 心电图 
xin1#dong4 心动 
xin1#fa3 新法 
xin1#fan2 心烦 
xin1#fang2 新房 心房 
xin1#fang2#zi5 新房子 
xin1#fei1 心扉 
xin1#fei4 心肺 
xin1#fen1#dang3 新芬党 
xin1#feng1 新风 
xin1#feng4 薪俸 
xin1#fu2#kou3#fu2 心服口服 
xin1#fu4#zhi1#huan4 心腹之患 
xin1#gai4 新盖 
xin1#gan1#qing2#yuan4 心甘情愿 
xin1#gang3 新港 
xin1#ge1 新歌 
xin1#gou4 新购 
xin1#gu3 新股 
xin1#guan3 新馆 
xin1#hai4#ge2#ming4 辛亥革命 
xin1#hua1#nu4#fang4 心花怒放 
xin1#hua2 新华 
xin1#hua2#men2 新华门 
xin1#hua2#she4 新华社 
xin1#hua2#shu1#dian4 新华书店 
xin1#huai2 心怀 
xin1#hui1#yi4#leng3 心灰意冷 
xin1#hui4 新会 
xin1#hun1 新婚 
xin1#ji1 新机 心肌 心迹 
xin1#ji1#geng3#se4 心肌梗塞 
xin1#ji1#zhi4 新机制 
xin1#ji2#huo3#liao2 心急火燎 
xin1#ji2#ru2#fen2 心急如焚 
xin1#ji4 心悸 心计 
xin1#ji4#shu4 新技术 
xin1#ji4#yuan2 新纪元 
xin1#jia1 新家 
xin1#jia1#po1 新加坡 
xin1#jian4 新建 
xin1#jiang1 新疆 
xin1#jiao3#tong4 心绞痛 
xin1#jiao4 新教 
xin1#jie4 新界 
xin1#jin1 薪金 
xin1#jin4 新进 新近 
xin1#jing1 心惊 
xin1#jing3 新井 新景 
xin1#jing4 心境 
xin1#jiu4 新旧 
xin1#ju1 新居 
xin1#ju2 新局 
xin1#ju4 新剧 
xin1#jun1 新军 
xin1#kai1 新开 
xin1#kan3 心坎 
xin1#ke1 新科 
xin1#ku3 辛苦 
xin1#kuan3 新款 
xin1#kuang4#shen2#yi2 心旷神怡 
xin1#la4 辛辣 
xin1#lai2 新来 
xin1#lang2 新郎 
xin1#lao2 辛劳 
xin1#li3 心理 心里 
xin1#li3#hua4 心里话 
xin1#li3#xue2 心理学 
xin1#li3#you3#shu4 心里有数 
xin1#li4 心力 
xin1#lian2#xin1 心连心 
xin1#ling2 心灵 
xin1#ling2#shou3#qiao3 心灵手巧 
xin1#ling3#shen2#hui4 心领神会 
xin1#long2 新龙 
xin1#lou2 新楼 
xin1#lu4 新路 心路 
xin1#lv4 心律 
xin1#mai3 新买 
xin1#man3#yi4#zu2 心满意足 
xin1#mao4 新貌 
xin1#miao2 新苗 
xin1#min2 新民 
xin1#min2#zhu3#zhu3#yi4 新民主主义 
xin1#min2#zhu3#zhu3#yi4#ge2#ming4 新民主主义革命 
xin1#mu4 心目 
xin1#nao3#xue4#guan3 心脑血管 
xin1#nian2 新年 
xin1#nian2#kuai4#le4 新年快乐 
xin1#niang2 新娘 
xin1#pian1 新篇 
xin1#pian1#zhang1 新篇章 
xin1#pian4 芯片 新片 
xin1#pin3 新品 
xin1#ping2#qi4#he2 心平气和 
xin1#po4 心魄 
xin1#qi2 新奇 
xin1#qi4 心气 
xin1#qi4#xiang4 新气象 
xin1#qian1 新签 
xin1#qiao2 新桥 
xin1#qie4 心切 
xin1#qin2 辛勤 
xin1#qing2 心情 
xin1#qu1 新区 
xin1#ran2 欣然 
xin1#ren2 新人 
xin1#ren4 新任 
xin1#rui4 新锐 
xin1#shang3 欣赏 
xin1#shang4 心上 
xin1#she4 新社 新设 
xin1#sheng1 新声 新生 心声 
xin1#sheng1#dai4 新生代 
xin1#sheng1#er2 新生儿 
xin1#sheng1#shi4#wu4 新生事物 
xin1#shi1 新诗 
xin1#shi2#qi4 新石器 
xin1#shi4 新式 新市 心事 
xin1#shi4#jie4 新世界 
xin1#shi4#qu1 新市区 
xin1#shi4#wu4 新事物 
xin1#shou3 新手 
xin1#shu1 新书 
xin1#shui3 薪水 
xin1#shuo1 新说 
xin1#si4#jun1 新四军 
xin1#si5 心思 
xin1#suan1 辛酸 心酸 
xin1#sui4 心碎 
xin1#tai2#bi4 新台币 
xin1#tai4 新泰 心态 
xin1#tan4#lin2 薪炭林 
xin1#teng2 心疼 
xin1#ti3 新体 
xin1#tian1 新添 
xin1#tian2 心田 
xin1#tiao4 心跳 
xin1#tong4 心痛 
xin1#tou2 心头 
xin1#wei4 欣慰 
xin1#wen2 欣闻 新闻 
xin1#wen2#chu4 新闻处 
xin1#wen2#gao3 新闻稿 
xin1#wen2#gong1#bao4 新闻公报 
xin1#wen2#hua4 新文化 
xin1#wen2#ji4#zhe3 新闻记者 
xin1#wen2#jie4 新闻界 
xin1#wen2#ju2 新闻局 
xin1#wen2#zhi3 新闻纸 
xin1#xi1#lan2 新西兰 
xin1#xi3 欣喜 
xin1#xi3#ruo4#kuang2 欣喜若狂 
xin1#xi4 新戏 心细 
xin1#xian1 新鲜 
xin1#xian2 心弦 
xin1#xian4 新县 新线 
xin1#xiang1 新乡 馨香 
xin1#xiang3 心想 
xin1#xie2 新鞋 
xin1#xin1#ku3#ku3 辛辛苦苦 
xin1#xin1#xiang1#yin4 心心相印 
xin1#xin1#xiang4#rong2 欣欣向荣 
xin1#xing1 新星 新兴 
xin1#xing2 新型 
xin1#xiong1 心胸 
xin1#xiu4 新秀 
xin1#xu4 心绪 
xin1#xue4 心血 
xin1#xue4#guan3 心血管 
xin1#xue4#lai2#chao2 心血来潮 
xin1#ya2 新芽 
xin1#yan2 新颜 
xin1#yan3 心眼 
xin1#yao4 新药 
xin1#yi1 新衣 
xin1#yi4 新意 心意 
xin1#ying3 新颖 
xin1#you3#yu2#er2#li4#bu4#zu2 心有余而力不足 
xin1#you3#yu2#ji4 心有余悸 
xin1#yuan4 心愿 
xin1#yue4 新月 
xin1#yue4#cheng2#fu2 心悦诚服 
xin1#zang4 心脏 
xin1#zang4#bing4 心脏病 
xin1#zao4 新造 
xin1#ze2#xi1 新泽西 
xin1#zeng1 新增 
xin1#zeng1#jia1 新增加 
xin1#zhao1 新招 
xin1#zheng4 新政 
xin1#zhi1 新枝 新知 
xin1#zhi3 新址 
xin1#zhi4 心智 
xin1#zhong1 心中 
xin1#zhong1#you3#shu4 心中有数 
xin1#zhou1 新州 忻州 
xin1#zhu2 新竹 
xin1#zhu4 新著 
xin1#zhuang1 新装 
xin1#zui4 心醉 
xin4 芯 信 衅 囟 
xin4#bu4 信步 
xin4#dai4 信贷 
xin4#dai4#zi1#jin1 信贷资金 
xin4#dao4 信道 
xin4#de5#guo4 信得过 
xin4#fang3 信访 
xin4#feng1 信丰 信封 
xin4#feng4 信奉 
xin4#fu2 信服 
xin4#han2 信函 
xin4#hao4 信号 
xin4#hao4#deng1 信号灯 
xin4#jian4 信件 
xin4#jiao4 信教 
xin4#kou3 信口 
xin4#lai4 信赖 
xin4#nian4 信念 
xin4#ren4 信任 
xin4#shi3 信使 
xin4#shi4#dan4#dan4 信誓旦旦 
xin4#shou3 信手 信守 
xin4#tiao2 信条 
xin4#tu2 信徒 
xin4#tuo1 信托 
xin4#xi1 信息 
xin4#xi1#hua4 信息化 
xin4#xi1#liang4 信息量 
xin4#xi1#liu2 信息流 
xin4#xi1#wang3 信息网 
xin4#xiang1 信箱 
xin4#xin1 信心 
xin4#yang2 信阳 
xin4#yang3 信仰 
xin4#yi4 信义 
xin4#yong4 信用 
xin4#yong4#ka3 信用卡 
xin4#yong4#she4 信用社 
xin4#yong4#zheng4 信用证 
xin4#yu4 信誉 
xin5 心 
xing1 星 腥 猩 惺 兴 
xing1#an1 兴安 
xing1#an1#ling3 兴安岭 
xing1#an1#meng2 兴安盟 
xing1#ban4 兴办 
xing1#chen2 星辰 
xing1#cheng2 兴城 
xing1#dou3 星斗 
xing1#fen4 兴奋 
xing1#fen4#dian3 兴奋点 
xing1#fen4#ji4 兴奋剂 
xing1#feng1#zuo4#lang4 兴风作浪 
xing1#guang1 星光 
xing1#guo2 兴国 
xing1#he2 星河 
xing1#hua4 兴化 
xing1#huo3 星火 
xing1#ji4 星际 
xing1#jian4 兴建 
xing1#kong1 星空 
xing1#li4#chu2#bi4 兴利除弊 
xing1#long2 兴隆 
xing1#long2#xian4 兴隆县 
xing1#luo2#qi2#bu4 星罗棋布 
xing1#qi1 星期 
xing1#qi1#er4 星期二 
xing1#qi1#liu4 星期六 
xing1#qi1#ri4 星期日 
xing1#qi1#san1 星期三 
xing1#qi1#si4 星期四 
xing1#qi1#tian1 星期天 
xing1#qi1#wu3 星期五 
xing1#qi1#yi1 星期一 
xing1#qi3 兴起 
xing1#qiu2 星球 
xing1#sheng4 兴盛 
xing1#shi1#dong4#zhong4 兴师动众 
xing1#shuai1 兴衰 
xing1#shuai1#cheng2#bai4 兴衰成败 
xing1#tan4 兴叹 
xing1#wang2 兴亡 
xing1#wang4 兴旺 
xing1#wang4#fa1#da2 兴旺发达 
xing1#xi4 星系 
xing1#xian4 兴县 
xing1#xing1#dian3#dian3 星星点点 
xing1#xing1#zhi1#huo3 星星之火 
xing1#xing5 星星 猩猩 
xing1#xiu1 兴修 
xing1#xu3 兴许 
xing1#ye4 星夜 兴业 
xing1#yun2 星云 
xing1#zuo4 星座 
xing2 刑 型 形 邢 行 陉 荥 饧 硎 
xing2#bu5#tong1 行不通 
xing2#cao3 行草 
xing2#chang3 刑场 
xing2#che1 行车 
xing2#cheng2 形成 行程 
xing2#chuan2 行船 
xing2#dao4 行道 
xing2#de5#tong1 行得通 
xing2#dong4 行动 
xing2#er2#shang4#xue2 形而上学 
xing2#fa2 刑罚 
xing2#fa3 刑法 
xing2#feng1 行风 
xing2#gong1 行宫 
xing2#hao4 型号 
xing2#hui4 行贿 
xing2#jin4 行进 
xing2#jing1 行经 
xing2#jing3 刑警 
xing2#jing3#dui4 刑警队 
xing2#jing4 行径 
xing2#jun1 行军 
xing2#li5 行李 
xing2#lu4 行路 
xing2#lv4 刑律 
xing2#nang2 行囊 
xing2#pian4 行骗 
xing2#qi1 刑期 
xing2#qian2 行前 
xing2#qie4 行窃 
xing2#ren2 行人 
xing2#rong2 形容 
xing2#se4#cong1#cong1 行色匆匆 
xing2#shan4 行善 
xing2#shi3 行使 行驶 
xing2#shi4 刑事 形式 形势 行事 
xing2#shi4#duo1#yang4 形式多样 
xing2#shi4#fan4 刑事犯 
xing2#shi4#zhu3#yi4 形式主义 
xing2#shu1 行书 
xing2#shu3 行署 
xing2#si4 形似 
xing2#tai2 邢台 
xing2#tai4 形态 
xing2#ti3 形体 
xing2#tong2 形同 
xing2#tong2#xu1#she4 形同虚设 
xing2#wei2 行为 
xing2#wei2#ren2 行为人 
xing2#wen2 行文 
xing2#xiang4 形象 
xing2#xiang4#hua4 形象化 
xing2#xiao1 行销 
xing2#xing1 行星 
xing2#xing2 行行 
xing2#xing2#se4#se4 形形色色 
xing2#xiong1 行凶 
xing2#yi1 行医 
xing2#ying3#bu4#li2 形影不离 
xing2#yun2#liu2#shui3 行云流水 
xing2#zhen1 刑侦 
xing2#zheng4 行政 
xing2#zheng4#chu3#fen4 行政处分 
xing2#zheng4#cun1 行政村 
xing2#zheng4#ju2 行政局 
xing2#zheng4#qu1 行政区 
xing2#zheng4#quan2 行政权 
xing2#zheng4#su4#song4 行政诉讼 
xing2#zhi1#you3#xiao4 行之有效 
xing2#zhi4 形制 行至 
xing2#zhuang1 行装 
xing2#zhuang4 形状 
xing2#zong1 行踪 
xing2#zou3 行走 
xing3 省 醒 擤 
xing3#lai2 醒来 
xing3#mu4 醒目 
xing3#wu4 醒悟 
xing4 兴 幸 杏 性 姓 荇 悻 
xing4#bie2 性别 
xing4#bing4 性病 
xing4#chong1#chong1 兴冲冲 
xing4#cun2 幸存 
xing4#cun2#zhe3 幸存者 
xing4#de2 幸得 
xing4#er2 幸而 
xing4#fu2 幸福 
xing4#gao1#cai3#lie4 兴高采烈 
xing4#ge2 性格 
xing4#hao3 幸好 
xing4#hua1 杏花 
xing4#hua1#cun1 杏花村 
xing4#jiao4#yu4 性教育 
xing4#kui1 幸亏 
xing4#lin2 杏林 
xing4#mian3 幸免 
xing4#mian3#yu2#nan4 幸免于难 
xing4#ming2 姓名 
xing4#ming4 性命 
xing4#neng2 性能 
xing4#qing2 性情 
xing4#qu4 兴趣 
xing4#ren2 杏仁 
xing4#shen4 幸甚 
xing4#sheng1#huo2 性生活 
xing4#shi4 姓氏 
xing4#shu4 杏树 
xing4#wei4 兴味 
xing4#xing2#wei2 性行为 
xing4#xing4 悻悻 
xing4#yun4 幸运 
xing4#zhi4 兴致 性质 
xing4#zhi4#bo2#bo2 兴致勃勃 
xing4#zhuang4 性状 
xing4#zi5 性子 
xing5 星 猩 兴 形 行 醒 性 
xiong1 兄 凶 胸 匈 汹 芎 
xiong1#bu4 胸部 
xiong1#can2 凶残 
xiong1#di4 兄弟 
xiong1#e4 凶恶 
xiong1#fan4 凶犯 
xiong1#hen3 凶狠 
xiong1#huai2 胸怀 
xiong1#jin1 胸襟 
xiong1#ka3 胸卡 
xiong1#kou3 胸口 
xiong1#mei4 兄妹 
xiong1#meng3 凶猛 
xiong1#nu2 匈奴 
xiong1#pu2 胸脯 
xiong1#qi4 凶器 
xiong1#qian2 胸前 
xiong1#qiang1 胸腔 
xiong1#sha1 凶杀 
xiong1#sha1#an4 凶杀案 
xiong1#shou3 凶手 
xiong1#tang2 胸膛 
xiong1#xian3 凶险 
xiong1#ya2#li4 匈牙利 
xiong1#yong3 汹涌 
xiong1#you3#cheng2#zhu2 胸有成竹 
xiong1#zhang3 兄长 
xiong1#zhong1 胸中 
xiong2 雄 熊 
xiong2#bian4 雄辩 
xiong2#cai2#da4#lve4 雄才大略 
xiong2#feng1 雄风 
xiong2#guan1 雄关 
xiong2#hou4 雄厚 
xiong2#hun2 雄浑 
xiong2#ji1 雄鸡 
xiong2#jian4 雄健 
xiong2#ju1 雄居 
xiong2#ju4 雄踞 
xiong2#mao1 熊猫 
xiong2#qi2 雄奇 
xiong2#shi1 雄师 雄狮 
xiong2#shi4 熊市 
xiong2#wei3 雄伟 
xiong2#xian4 雄县 
xiong2#xin1 雄心 
xiong2#xin1#bo2#bo2 雄心勃勃 
xiong2#xin1#zhuang4#zhi4 雄心壮志 
xiong2#xiong2 熊熊 
xiong2#ying1 雄鹰 
xiong2#zhang3 熊掌 
xiong2#zhuang4 雄壮 
xiong2#zi1 雄姿 
xiong5 兄 
xiu1 休 修 羞 咻 馐 庥 貅 髹 
xiu1#biao3 修表 
xiu1#bu3 修补 
xiu1#chang2 修长 
xiu1#che1 修车 
xiu1#cheng2 修成 
xiu1#chi3 羞耻 
xiu1#ci2 修辞 
xiu1#dao4 修到 
xiu1#ding4 修订 
xiu1#ding4#ben3 修订本 
xiu1#fu4 修复 
xiu1#gai3 修改 
xiu1#geng1 休耕 
xiu1#hao3 修好 
xiu1#hui4 休会 
xiu1#jia4 休假 
xiu1#jian3 修剪 
xiu1#jian4 修建 
xiu1#ke4 休克 
xiu1#kui4 羞愧 
xiu1#li3 修理 
xiu1#li3#gong1 修理工 
xiu1#lian4 修炼 
xiu1#lu4 修路 
xiu1#qi1#xiang1#guan1 休戚相关 
xiu1#qi1#yu3#gong4 休戚与共 
xiu1#qi4 休憩 修葺 
xiu1#qiao2 修桥 
xiu1#ru3 羞辱 
xiu1#se4 羞涩 
xiu1#shan4 修缮 
xiu1#shen1 修身 
xiu1#shi4 修饰 
xiu1#si1#dun1 休斯敦 
xiu1#si1#dun4 休斯顿 
xiu1#xi1#shi4 休息室 
xiu1#xi5 休息 
xiu1#xian2 休闲 
xiu1#xian2#fu2 休闲服 
xiu1#xian4 修宪 
xiu1#xiang3 休想 
xiu1#xie2 修鞋 
xiu1#yang3 休养 修养 
xiu1#yang3#sheng1#xi1 休养生息 
xiu1#yu2 羞于 
xiu1#zao4 修造 
xiu1#zhan4 休战 
xiu1#zheng3 休整 修整 
xiu1#zheng4 修正 
xiu1#zheng4#an4 修正案 
